index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
2918	main-news	MSRpar	2012test	698	none	none	treasurys long-range plan is to provide retail buyers of all treasury securities the ability to manage their holdings online in a single account.	the treasury said wants to give retail buyers of all treasury securities the ability eventually to manage holdings online in a single account.	4.400
2919	main-news	MSRpar	2012test	700	none	none	he was listed last night in critical but stable condition at kings county hospital center, police said.	that victim, a new jersey resident, was in critical but stable condition at the hospital.	3.250
2920	main-news	MSRpar	2012test	701	none	none	the 30-year bond us30yt=rr grew 1-3/32 for a yield of 4.30 percent, down from 4.35 percent late wednesday.	at 11 a.m. (1500 gmt), the 10-year note us10yt=rr was up 11/32 for a yield of 3.36 percent from 3.40 percent wednesday.	2.000
2921	main-news	MSRpar	2012test	703	none	none	iac's stock closed yesterday down $2.81, or 7.6 percent, at $34.19.	interactivecorp's shares closed at $34.19, down $2.81, or 7.6 percent on the nasdaq stock market.	4.500
2922	main-news	MSRpar	2012test	704	none	none	"byrd, speaking from the senate floor, said he questioned ""the motives of a deskbound president who assumes the garb of a warrior for purposes of a speech."""	but i do question the motives of a desk-bound president who assumes the garb of a warrior for the purposes of a speech.	3.400
2923	main-news	MSRpar	2012test	705	none	none	the ministry of defence is facing a 20m compensation claim from hundreds of kenyan women who claim they were raped by british soldiers.	hundreds of kenyan women claiming they were attacked and raped by british soldiers were granted government legal aid wednesday to pursue their case against the ministry of defense.	3.000
2924	main-news	MSRpar	2012test	707	none	none	shares of usa interactive rose $2.28, or 7 percent, to $34.96 on friday in nasdaq stock market composite trading and have gained 53 percent this year.	shares of lendingtree rose $6.03, or 41 percent, to close at $20.72 on the nasdaq stock market yesterday.	1.000
2925	main-news	MSRpar	2012test	708	none	none	similar bills passed the house twice but died in the senate.	two years ago, the house passed a similar version that floundered in the senate.	2.750
2926	main-news	MSRpar	2012test	709	none	none	the show's closure affected third-quarter earnings per share by a penny.	the company said this impacted earnings by a penny a share.	3.250
2927	main-news	MSRpar	2012test	712	none	none	the woman was hospitalized june 15, kansas health officials said.	missouri health officials said he had not been hospitalized and is recovering.	1.000
2928	main-news	MSRpar	2012test	713	none	none	blue chips edged lower by midday on wednesday as a wave of profit warnings drained some of the optimism that has driven a rally over the past three months.	u.s. stocks fell in early morning trade on wednesday as a wave of profit warnings drained some of the optimism that has driven a rally over the past three months.	3.600
2929	main-news	MSRpar	2012test	714	none	none	the technology-laced nasdaq composite index <.ixic> tacked on 5.91 points, or 0.29 percent, to 2,053.27.	the technology-focused nasdaq composite index <.ixic> advanced 6 points, or 0.30 percent, to 2,053, erasing earlier losses.	3.200
2930	main-news	MSRpar	2012test	716	none	none	two kuwaitis and six palestinians with jordanian passports were among the suspects, the official said.	they include two kuwaitis and six palestinians with jordanian passports, and the remainder are iraqis and saudis, the official said.	3.000
2931	main-news	MSRpar	2012test	717	none	none	her birthday, 21 april, was declared a public holiday and she attended a reception and a ball.	when his grandmother, then-princess elizabeth, turned 21 in 1947, the day was declared a public holiday, and she attended a reception and a ball.	3.200
2932	main-news	MSRpar	2012test	718	none	none	sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.	sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury.	4.600
2933	main-news	MSRpar	2012test	719	none	none	the man, who entered the post office in lakeside shortly before 3 p.m., gave up to deputies about 6:30 p.m.	the man had entered the post office on woodside avenue at maine avenue shortly before 3 p.m.	2.800
2934	main-news	MSRpar	2012test	720	none	none	fewer than 10 fbi offices have conducted investigations involving visits to mosques, the justice department said.	in addition, the justice department said that the fbi has conducted ''fewer than 10'' investigations involving visits to mosques.	4.200
2935	main-news	MSRpar	2012test	721	none	none	outside the court, sriyanto, who faces up to 25 years' jail, denied he had done anything wrong.	outside the court, sriyanto denied to the age that he had done anything wrong.	3.200
2936	main-news	MSRpar	2012test	722	none	none	"university of michigan president mary sue coleman said in a statement on the university's web site, ""our fundamental values haven't changed."	our fundamental values haven't changed, mary sue coleman, president of the university, said in a statement in ann arbor.	4.000
2937	main-news	MSRpar	2012test	724	none	none	comcast class a shares were up 8 cents at $30.50 in morning trading on the nasdaq stock market.	the stock rose 48 cents to $30 yesterday in nasdaq stock market trading.	2.200
2938	main-news	MSRpar	2012test	725	none	none	thomas was joined in full by rehnquist, and in parts by o'connor and scalia.	he was joined by chief justice william h. rehnquist and justices sandra day o'connor and antonin scalia.	2.800
2939	main-news	MSRpar	2012test	727	none	none	"when you crossed the line, you violated the constitutional right,"" said charles weisselberg, a uc berkeley law professor."	"when you crossed the line, you violated the constitutional right,"" said charles weisselberg, who teaches law at the university of california, berkeley."	5.000
2940	main-news	MSRpar	2012test	728	none	none	preliminary reports were that the men were not seen together at the airport, sources said.	the men had pakistani passports and reportedly were seen together at the airport earlier in the evening, law enforcement sources said.	2.000
2941	main-news	MSRpar	2012test	729	none	none	toronto yesterday had 64 probable cases of sars and nine suspect cases.	as of wednesday, there were 65 probable sars cases in the toronto region.	3.250
2942	main-news	MSRpar	2012test	730	none	none	the nasdaq composite index rose 13.70, or 0.8 per cent, to 1700.34.	the technology-laced nasdaq composite index .ixic gained 13.73 points, or 0.81 percent, to finish at 1,700.34.	3.750
2943	main-news	MSRpar	2012test	731	none	none	toll, australia's second-largest transport company, last week offered nz75 a share for tranz rail.	toll last week offered to buy the company for nz75c a share, or $nz158 million.	3.500
2944	main-news	MSRpar	2012test	733	none	none	messagelabs, which runs outsourced e-mail servers for 700,000 customers around the world, said it had filtered out 27,000 infected e-mails in 115 countries as of thursday morning.	"messagelabs, which runs outsourced e-mail servers for 700,000 customers around the world, has labeled the worm ""high risk"" and reports more than 31,000 infections in 120 countries."	2.750
